issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0482,Synthesis and Programmes,chapters/connections/concordance.tex,,1440,1624,\subsection{Homotopy templates for conjectures},\subsection{Homotopy templates for conjectures},narrative-meta,must-upgrade,high,Each individual conjecture in the monograph carries a scope remark,Prune internal-project vocabulary from running prose,ALG-I
I0483,Synthesis and Programmes,chapters/connections/concordance.tex,,1441,1633,\section{Research programmes},\section{Research programmes},meta-heading,must-upgrade,high,\section{Research programmes},Retitle or relocate heading outside theorematic flow,ALG-A
I0484,Synthesis and Programmes,chapters/connections/concordance.tex,,1441,1779,\subsection{Higher-dimensional Koszul duality},\subsection{Higher-dimensional Koszul duality},narrative-meta,must-upgrade,high,\emph{Step~4: Synthesis.},Prune internal-project vocabulary from running prose,ALG-I
I0485,Synthesis and Programmes,chapters/connections/concordance.tex,,1443,1799,\subsection{Vassiliev invariants from Feynman transform},\subsection{Vassiliev invariants from Feynman transform},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured]\label{conj:vassiliev-bar},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0486,Synthesis and Programmes,chapters/connections/concordance.tex,,1443,1970,\subsection{Anomaly cancellation and Koszul structure},\subsection{Anomaly cancellation and Koszul structure},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured]\label{conj:anomaly-physical},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0487,Synthesis and Programmes,chapters/connections/concordance.tex,,1445,2016,\subsection{\texorpdfstring{AdS$_3$/CFT$_2$ as curved Koszul duality}{AdS3/CFT2 as curved Koszul duality}},\subsection{\texorpdfstring{AdS$_3$/CFT$_2$ as curved Koszul duality}{AdS3/CFT2 as curved Koszul duality}},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured]\label{conj:ads-cft-bar},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0488,Synthesis and Programmes,chapters/connections/concordance.tex,,1445,2081,\subsection{\texorpdfstring{AdS$_3$/CFT$_2$ as curved Koszul duality}{AdS3/CFT2 as curved Koszul duality}},\subsection{\texorpdfstring{AdS$_3$/CFT$_2$ as curved Koszul duality}{AdS3/CFT2 as curved Koszul duality}},narrative-meta,must-upgrade,high,This synthesis is now achieved for Kac--Moody and W-algebras:,Prune internal-project vocabulary from running prose,ALG-I
I0489,Synthesis and Programmes,chapters/connections/concordance.tex,,1446,2095,\subsection{\texorpdfstring{3d mirror symmetry from $\Eone$-chiral Koszul duality}{3d mirror symmetry from E1-chiral Koszul duality}},\subsection{\texorpdfstring{3d mirror symmetry from $\Eone$-chiral Koszul duality}{3d mirror symmetry from E1-chiral Koszul duality}},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured]\label{conj:3d-mirror},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0490,Synthesis and Programmes,chapters/connections/concordance.tex,,1446,2198,\subsection{Noncommutative Hodge theory from genus tower},\subsection{Noncommutative Hodge theory from genus tower},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured]\label{conj:nc-hodge},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0491,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2226,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},meta-heading,must-upgrade,high,\subsection{The nine programmes: synthesis and interdependence},Retitle or relocate heading outside theorematic flow,ALG-A
I0492,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2230,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"Programmes~I (higher-dimensional Koszul duality,",Prune internal-project vocabulary from running prose,ALG-I
I0493,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2233,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"as common foundation, but diverge in application: Programme~I",Prune internal-project vocabulary from running prose,ALG-I
I0494,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2235,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"space integrals on $n$-manifolds, while Programme~II specializes",Prune internal-project vocabulary from running prose,ALG-I
I0495,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2237,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"the Kontsevich integral.  At $n = 3$, the two programmes converge:",Prune internal-project vocabulary from running prose,ALG-I
I0496,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2241,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,Vassiliev weight systems of Programme~II,Prune internal-project vocabulary from running prose,ALG-I
I0497,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2244,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,The anomaly cancellation programme,Prune internal-project vocabulary from running prose,ALG-I
I0498,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2250,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"AdS$_3$/CFT$_2$ programme (\S\ref{subsec:ads-cft-koszul}), where",Prune internal-project vocabulary from running prose,ALG-I
I0499,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2255,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,The $3$d mirror symmetry programme (\S\ref{subsec:3d-mirror}),Prune internal-project vocabulary from running prose,ALG-I
I0500,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2262,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,The noncommutative Hodge programme (\S\ref{subsec:nc-hodge}),Prune internal-project vocabulary from running prose,ALG-I
I0501,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2267,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,This programme depends on the complementarity theorem,Prune internal-project vocabulary from running prose,ALG-I
I0502,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2274,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,All of the programmes above are facets of a single conjecture:,Prune internal-project vocabulary from running prose,ALG-I
I0503,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2313,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,\S\ref{sec:modular-koszul-programme} below.  For the status of,Prune internal-project vocabulary from running prose,ALG-I
I0504,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2314,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,"each programme-level aspiration, see",Prune internal-project vocabulary from running prose,ALG-I
I0505,Synthesis and Programmes,chapters/connections/concordance.tex,,1447,2315,\subsection{The nine programmes: synthesis and interdependence},\subsection{The nine programmes: synthesis and interdependence},narrative-meta,must-upgrade,high,\S\ref{subsec:nine-futures}.,Prune internal-project vocabulary from running prose,ALG-I
I0506,Synthesis and Programmes,chapters/connections/concordance.tex,,1449,2391,\subsection{The coderived Ran-space formalism},\subsection{The coderived Ran-space formalism},narrative-meta,must-upgrade,high,provides a working substitute within the scope of this monograph.,Prune internal-project vocabulary from running prose,ALG-I
I0507,Synthesis and Programmes,chapters/connections/concordance.tex,,1452,2791,\subsection{The discriminant as spectral invariant},\subsection{The discriminant as spectral invariant},narrative-meta,must-upgrade,high,\emph{Synthesis.},Prune internal-project vocabulary from running prose,ALG-I
I0508,Synthesis and Programmes,chapters/connections/concordance.tex,,1452,2803,\subsection{The discriminant as spectral invariant},\subsection{The discriminant as spectral invariant},narrative-meta,must-upgrade,high,\begin{remark}[Scope and verification]%,Prune internal-project vocabulary from running prose,ALG-I
I0509,Synthesis and Programmes,chapters/connections/concordance.tex,,1452,2867,\subsection{The discriminant as spectral invariant},\subsection{The discriminant as spectral invariant},status-conjectured,must-upgrade,critical,\begin{definition}[Spectral branch object; \ClaimStatusConjectured],Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0510,Synthesis and Programmes,chapters/connections/concordance.tex,,1455,3181,\subsection{The index theorem for genus expansions},\subsection{The index theorem for genus expansions},narrative-meta,must-upgrade,high,\S\ref{sec:modular-koszul-programme} and is the subject of,Prune internal-project vocabulary from running prose,ALG-I
I0511,Synthesis and Programmes,chapters/connections/concordance.tex,,1458,3247,\subsection{Chain-level / evaluation-locus derived Drinfeld--Kohno},\subsection{Chain-level / evaluation-locus derived Drinfeld--Kohno},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured],Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0512,Synthesis and Programmes,chapters/connections/concordance.tex,,1458,3265,\subsection{Chain-level / evaluation-locus derived Drinfeld--Kohno},\subsection{Chain-level / evaluation-locus derived Drinfeld--Kohno},narrative-meta,must-upgrade,high,The Yangian frontier is best read as a DK ladder:,Prune internal-project vocabulary from running prose,ALG-I
I0513,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3328,\subsection{Summary},\subsection{Summary},narrative-meta,must-upgrade,high,The following subsection tracks the status of the nine programme-level,Prune internal-project vocabulary from running prose,ALG-I
I0514,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3331,\subsection{Summary},\subsection{Summary},narrative-meta,must-upgrade,high,Remark~\ref{rem:nine-futures-summary}).,Prune internal-project vocabulary from running prose,ALG-I
I0515,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3333,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},meta-heading,must-upgrade,high,\subsection{Programme status: nine futures}\label{subsec:nine-futures},Retitle or relocate heading outside theorematic flow,ALG-A
I0516,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3337,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"programme-level aspirations, each advertised in earlier stages of the",Prune internal-project vocabulary from running prose,ALG-I
I0517,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3346,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~1: All-genus $H^1(\mathcal{M}_g)$-parameterized,Prune internal-project vocabulary from running prose,ALG-I
I0518,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3378,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~2: Modular Koszul programme.},Prune internal-project vocabulary from running prose,ALG-I
I0519,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3386,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,The status table on p.~\pageref{sec:modular-koszul-programme},Prune internal-project vocabulary from running prose,ALG-I
I0520,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3394,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"(\S\ref{subsec:coderived-ran}), belonging to Future~3 below.",Prune internal-project vocabulary from running prose,ALG-I
I0521,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3398,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~3: Modular homotopy theory for factorization,Prune internal-project vocabulary from running prose,ALG-I
I0522,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3407,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,This future is the mature endpoint of the project.,Prune internal-project vocabulary from running prose,ALG-I
I0523,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3465,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~4: Universal modular characteristic hierarchy.},Prune internal-project vocabulary from running prose,ALG-I
I0524,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3487,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,(Future~7).  Under the nilpotence-periodicity correspondence,Prune internal-project vocabulary from running prose,ALG-I
I0525,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3565,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,conjectural (Future~7).  The boundary-extended depth on,Prune internal-project vocabulary from running prose,ALG-I
I0526,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3661,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~5: Index-theoretic explanation of genus,Prune internal-project vocabulary from running prose,ALG-I
I0527,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3678,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,class) remains open and requires Future~3.,Prune internal-project vocabulary from running prose,ALG-I
I0528,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3682,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~6: Derived Drinfeld--Kohno and quantum,Prune internal-project vocabulary from running prose,ALG-I
I0529,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3696,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,frontier is ordered rather than undifferentiated:,Prune internal-project vocabulary from running prose,ALG-I
I0530,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3731,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\textup{(}Remark~\ref{rem:corrected-mc3-frontier}(b)\textup{)}.,Prune internal-project vocabulary from running prose,ALG-I
I0531,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3743,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,Proposition~\ref{prop:yangian-dk4-typea-frontier},Prune internal-project vocabulary from running prose,ALG-I
I0532,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3764,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"Thus Future~6 is no longer one frontier theorem.  DK-0/DK-1 are proved,",Prune internal-project vocabulary from running prose,ALG-I
I0533,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3923,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,The remaining MC3 frontier splits into two layers.,Prune internal-project vocabulary from running prose,ALG-I
I0534,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3932,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,(Remark~\ref{rem:corrected-mc3-frontier}(a)).,Prune internal-project vocabulary from running prose,ALG-I
I0535,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3937,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,modules (Remark~\ref{rem:corrected-mc3-frontier}(b)).,Prune internal-project vocabulary from running prose,ALG-I
I0536,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,3950,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~7: Periodicity and tautological depth.},Prune internal-project vocabulary from running prose,ALG-I
I0537,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4012,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,packages remain frontier statements and should not be used as already,Prune internal-project vocabulary from running prose,ALG-I
I0538,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4034,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,principal remaining programme-level target; the,Prune internal-project vocabulary from running prose,ALG-I
I0539,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4040,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~8: Spectral discriminant geometry.},Prune internal-project vocabulary from running prose,ALG-I
I0540,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4077,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,promote Future~8 from a spectral statement to a categorical one:,Prune internal-project vocabulary from running prose,ALG-I
I0541,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4084,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\noindent\textbf{Future~9: BV/BRST/path-integral/holography,Prune internal-project vocabulary from running prose,ALG-I
I0542,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4105,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"four-clause synthesis: bar = BRST, curvature = anomaly, genus",Prune internal-project vocabulary from running prose,ALG-I
I0543,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4108,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,The higher-genus programme,Prune internal-project vocabulary from running prose,ALG-I
I0544,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4113,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,conjectural.  The holographic duality programme,Prune internal-project vocabulary from running prose,ALG-I
I0545,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4117,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,Future~3's higher-dimensional shadow.,Prune internal-project vocabulary from running prose,ALG-I
I0546,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4123,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,Of the nine programme-level aspirations:,Prune internal-project vocabulary from running prose,ALG-I
I0547,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4128,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\textbf{\#} & \textbf{Future} & \textbf{Status} \\,Prune internal-project vocabulary from running prose,ALG-I
I0548,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4131,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,2 & Modular Koszul programme & \textbf{Largely realized} \\,Prune internal-project vocabulary from running prose,ALG-I
I0549,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4161,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"(Future~5), a spectral characteristic package (Futures~4, 8), and a",Prune internal-project vocabulary from running prose,ALG-I
I0550,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4163,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,(Future~6).  It is no longer becoming a single theorematic theory,Prune internal-project vocabulary from running prose,ALG-I
I0551,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4165,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"parameters (Future~1, superseded) or a sharp global periodicity",Prune internal-project vocabulary from running prose,ALG-I
I0552,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4166,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"theorem (Future~7, stratified).  These older self-images have been",Prune internal-project vocabulary from running prose,ALG-I
I0553,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4180,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,"programme-level aspirations of Futures~3, 6, and~9.  We tabulate",Prune internal-project vocabulary from running prose,ALG-I
I0554,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4214,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,The MC4 W-infinity stabilization programme,Prune internal-project vocabulary from running prose,ALG-I
I0555,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4255,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,\emph{Status:} conjectural (research).,Prune internal-project vocabulary from running prose,ALG-I
I0556,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4264,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,(Future~9).,Prune internal-project vocabulary from running prose,ALG-I
I0557,Synthesis and Programmes,chapters/connections/concordance.tex,,1459,4270,\subsection{Programme status: nine futures}\label{subsec:nine-futures},\subsection{Programme status: nine futures}\label{subsec:nine-futures},narrative-meta,must-upgrade,high,(Remark~\ref{rem:completion-frontier-crystallization}(H3)) for the,Prune internal-project vocabulary from running prose,ALG-I
I0380,Synthesis and Programmes,chapters/connections/feynman_connection.tex,,1351,362,\subsection{Path integral interpretation},\subsection{Path integral interpretation},status-conjectured,must-upgrade,medium,\begin{conjecture}[Bar-cobar as worldsheet path integral: general case; \ClaimStatusConjectured]\label{conj:bar-cobar-path-integral},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0371,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1328,76,\subsection{Tree vs.\ loop decomposition},\subsection{Tree vs.\ loop decomposition},status-heuristic,must-upgrade,medium,\begin{conjecture}[Configuration space interpretation; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0372,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1329,112,\subsection{Off-shell vs.\ on-shell},\subsection{Off-shell vs.\ on-shell},status-heuristic,must-upgrade,medium,\begin{conjecture}[Bar = off-shell amplitudes; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0373,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1330,154,\subsection{Distributional interpretation},\subsection{Distributional interpretation},status-heuristic,must-upgrade,medium,\begin{conjecture}[Cobar / on-shell propagator template; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0374,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1331,198,\subsection{The pairing: residue meets distribution},\subsection{The pairing: residue meets distribution},status-heuristic,must-upgrade,medium,\begin{conjecture}[Physical pairing; \ClaimStatusHeuristic]\label{conj:physical-pairing},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0375,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1331,240,\subsection{Feynman rules from bar-cobar},\subsection{Feynman rules from bar-cobar},status-heuristic,must-upgrade,medium,\begin{conjecture}[Feynman rules dictionary; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0376,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1332,289,\subsection{\texorpdfstring{The $A_\infty$ structure as perturbative expansion}{The A infty structure as perturbative expansion}},\subsection{\texorpdfstring{The $A_\infty$ structure as perturbative expansion}{The A infty structure as perturbative expansion}},status-heuristic,must-upgrade,medium,\begin{conjecture}[Loop expansion = $A_\infty$ operations; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0377,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1334,410,\subsection{The graph complex},\subsection{The graph complex},status-heuristic,must-upgrade,medium,\begin{conjecture}[Bar complex and graph complex; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0378,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1342,948,\subsection{\texorpdfstring{The $A_\infty$ relations as recursion formula}{The A infty relations as recursion formula}},\subsection{\texorpdfstring{The $A_\infty$ relations as recursion formula}{The A infty relations as recursion formula}},status-heuristic,must-upgrade,medium,\begin{conjecture}[BPHZ recursion = $A_\infty$ consistency; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0379,Synthesis and Programmes,chapters/connections/feynman_diagrams.tex,,1344,1052,\subsection{Worldline formalism: configuration spaces as Feynman graphs},\subsection{Worldline formalism: configuration spaces as Feynman graphs},status-heuristic,must-upgrade,medium,\begin{conjecture}[Bar complex and worldline integrals; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0421,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1417,378,\subsection{Topological recursion and computational methods}\label{subsec:recursion},\subsection{Topological recursion and computational methods}\label{subsec:recursion},status-conjectured,must-upgrade,medium,\begin{conjecture}[Eynard--Orantin recursion for bar complex; \ClaimStatusConjectured]\label{conj:EO-recursion},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0422,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1417,404,\subsection{Topological recursion and computational methods}\label{subsec:recursion},\subsection{Topological recursion and computational methods}\label{subsec:recursion},status-conjectured,must-upgrade,medium,\item[\textup{(c)}] \textup{[\ClaimStatusConjectured]},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0423,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1417,507,\subsection{Topological recursion and computational methods}\label{subsec:recursion},\subsection{Topological recursion and computational methods}\label{subsec:recursion},status-heuristic,must-upgrade,medium,Conjecture~\ref{conj:bar-worldline} (\ClaimStatusHeuristic) for the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
